"language"	"definition"	"uralex_mng"	"mng_item"	"lgid3"	"item"	"item_UPA"	"item_IPA"	"form_set"	"cogn_set"	"borr_source"	"borr_qual"	"etym_notes"	"ref_borr"	"glossing_notes"	"general_notes"	"ref_abbr"
"Komi-Zyrian"	"A generic adjective for 'short', i.e. measuring a small distance from end to end. Antonym of 'long'."	"short"	295	501	"ǯeńi̮d"	"ǯeńi̮d"	"ʤeɲɯd"	5	"e"							"SyrjWsch"
"Komi-Permyak"	"A generic adjective for 'short', i.e. measuring a small distance from end to end. Antonym of 'long'."	"short"	295	503	"ǯeńi̮t"	"ǯeńi̮t"	"ʤeɲɯt"	5	"e"							"KoPRSl"
"Udmurt"	"A generic adjective for 'short', i.e. measuring a small distance from end to end. Antonym of 'long'."	"short"	295	504	"vakći"	"vakći"	"vɑkʨi"	6	"f"							"WotjWsch"
"Hungarian"	"A generic adjective for 'short', i.e. measuring a small distance from end to end. Antonym of 'long'."	"short"	295	601	"rövid"		"røvid"	7	"g"							"FMSz"
"Sosva Mansi"	"A generic adjective for 'short', i.e. measuring a small distance from end to end. Antonym of 'long'."	"short"	295	701	"wātʹi"	"wātʹi"	"wɑːtʲi "	8	"h"							"WogWb"
"Vakh-Vasyugan Khanty"	"A generic adjective for 'short', i.e. measuring a small distance from end to end. Antonym of 'long'."	"short"	295	807	"ńaɣəlt"	"ńaɣəlt"	"ɲɑɣəlt"	9	"i"							"DEWbOstj"
"Vakh-Vasyugan Khanty"	"A generic adjective for 'short', i.e. measuring a small distance from end to end. Antonym of 'long'."	"short"	295	807	"wäṇ"	"wäṇ"	"wæɳ "	2	"b"							"DEWbOstj"
"Nganasan"	"A generic adjective for 'short', i.e. measuring a small distance from end to end. Antonym of 'long'."	"short"	295	901	"kə̄lʹukü ~ kə̄lʹükü"	"kə̄lʹukü, kə̄lʹükü"	"kəːʎuky, kəːʎyky"	10	"j"						"Probably deriv. from PSd *kəjm- 'short'"	"SlNgaRus"
"Tundra Nenets"	"A generic adjective for 'short', i.e. measuring a small distance from end to end. Antonym of 'long'."	"short"	295	902	"xæm"			10	"j"							"JurSWb"
"Selkup"	"A generic adjective for 'short', i.e. measuring a small distance from end to end. Antonym of 'long'."	"short"	295	907	"qāmə"	"qāmə"	"qɑːmə "	10	"j"							"SolkWb"
"Proto-Uralic*"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	0	"[Not reconstructable]"			"?"	"?"							"UEW, Sam88"
"South Saami"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	101	"nïekedidh"			2	"b"							"NSsNdb"
"Ume Saami"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	102	"[Form not found]"			"?"	"?"							"WbWlap"
"Pite Saami"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	104	"niehko"			2	"b"							"EZ"
"North Saami"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	105	"niegadit"			2	"b"							"SSSg"
"Inari Saami"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	106	"niev'dađ"			2	"b"							"InsSSk"
"Skolt Saami"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	107	"niõǥǥeed"			2	"b"							"SKosSk"
"Kildin Saami"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	108	"nager’"		"nagerʲ"	2	"b"							"WOLD"
"Standard Finnish"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	203	"uneksia, nähdä unta"		"une̞ksiɑ, næçdæ unt̪ɑ"	1	"a"					"Latter lit. 'see (a) dream'"		"JL"
"Karelian Proper"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	204	"uneksie"			1	"a"							"KKSV"
"Veps"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	207	"nähta unt"			1	"a"					"Lit. ""see (a) dream"""		"VVS"
"Ingrian"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	208	"uneksia"	"uneksia"	"uneksiɑ"	1	"a"							"InkmSk"
"Western Votic"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	209	"brēdimä"	"brēdimä"	"breːdimæ"	7	"g"	"Russian"	"clear"		"VKJMS"			"VKJMS"
"Standard Estonian"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	210	"unes näha"		"unes næhɑ"	1	"a"					"Lit. ""see (in) dreams"""		"SVSk"
"Võro South Estonian"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	211	"hõl'ahõllõma ~ hõl'alõma"			6	"f"							"VESr"
"Courland Livonian"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	212	"uʾnssə nǟʾdə, uʾńštə"			1	"a"					"Former expression lit. 'see (in) a dream'"		"LivWb"
"Erzya"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	301	"ńejems onsto, ńejems on"	"ńejems_onsto, ńejems_on"	"ɲejems onsto, ɲejems on"	1	"a"					"Lit. 'see (a) dream'"		"MordWb"
"Meadow Mari"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	401	"omə̑m užam"	"omə̑m_užam"	"omə̠m uʒɑm"	3	"c"					"Lit. 'see (a) dream'"		"SMSk, TscherWb"
"Komi-Zyrian"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	501	"ve̮te̮n aʒ́ʒ́i̮vni̮"	"ve̮te̮n_aʒ́ʒ́i̮vni̮"	"vɤtɤn ɑʥːɯvnɯ"	4	"d"					"Lit. 'see (in) dream'"		"SyrjWsch"
"Komi-Permyak"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	503	"ve̮taśni̮"	"ve̮taśni̮"	"vɤtɑɕnɯ "	4	"d"						"Deriv. from ""ve̮t"" 'dream'"	"KoPRSl"
"Udmurt"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	504	"ve̮t aʒ́ʒ́i̮ni̮"	"ve̮t_aʒ́ʒ́i̮ni̮"	"vɤt ɑʥːɯnɯ"	4	"d"					"Lit. 'see dream(s)'"		"WotjWsch"
"Hungarian"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	601	"álmodik"		"aːlmodik"	3	"c"							"FMSz"
"Sosva Mansi"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	701	"ūləm"	"ūləm"	"uːləm "	3	"c"					"This 'dream (n.)', verbal form used for 'dream (v.)'"		"WogWb"
"Vakh-Vasyugan Khanty"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	807	"ulmi̮-"	"ulmi̮-"	"ulmɯ-"	3	"c"							"DEWbOstj"
"Nganasan"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	901	"dʹudʹisi̮ ~ dʹučisi̮, dʹudʹəiminśi"	"dʹudʹisi̮, dʹučisi̮, dʹudʹəiminśi"	"dʲudʲisɯ, dʲuʧisɯ, dʲudʲəiminɕi"	5	"e"							"SlNgaRus"
"Tundra Nenets"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	902	"yude-"			5	"e"							"JurSWb"
"Selkup"	"A generic verb with the meaning 'dream', i.e. to experience dreams while sleeping."	"dream"	296	907	"kǖtäptə-, kǖtäptəmpi-"	"kǖtäptə-, kǖtäptəmpi-"	"kyːtæptə-, kyːtæptəmpi- "	5	"e"						"Deriv. from ""kǖtə"" 'dream'"	"SolkWb"
"Proto-Uralic*"	"A generic noun for 'charcoal'."	"charcoal"	297	0	"*śüδʹi"			2	"b"							"UEW, Sam88"
"South Saami"	"A generic noun for 'charcoal'."	"charcoal"	297	101	"tjïrre"			2	"b"	"Indo-Iranian"	"possible"		"Sammallahti1999"			"NSsNdb"
"Ume Saami"	"A generic noun for 'charcoal'."	"charcoal"	297	102	"tjadda"			2	"b"	"Indo-Iranian"	"possible"		"Sammallahti 1999"			"WbWlap"
"Pite Saami"	"A generic noun for 'charcoal'."	"charcoal"	297	104	"tjádda ~ tjarra"			2	"b"	"Indo-Iranian"	"possible"		"Sammallahti1999"			"EZ"
"North Saami"	"A generic noun for 'charcoal'."	"charcoal"	297	105	"čitna"			3	"c"							"SSSg"
"Inari Saami"	"A generic noun for 'charcoal'."	"charcoal"	297	106	"čiđđa"			2	"b"	"Indo-Iranian"	"possible"		"Sammallahti1999"			"InsSSk"
"Skolt Saami"	"A generic noun for 'charcoal'."	"charcoal"	297	107	"iil"			1	"a"	"Finnic"	"clear"		"SSA"			"SKosSk"
"Kildin Saami"	"A generic noun for 'charcoal'."	"charcoal"	297	108	"ɨll, mūrr-ɨll"		"ɨlː, muːrː-ɨlː"	1	"a"	"Finnic"	"probable"		"Rießler2009"			"WOLD"
"Standard Finnish"	"A generic noun for 'charcoal'."	"charcoal"	297	203	"hiili, puuhiili"		"hiːli, puːɦiːli "	1	"a"					"""Hiili"" 'coal (in general)', ""puuhiili"" 'charcoal', lit. 'wood coal'"		"JL"
"Karelian Proper"	"A generic noun for 'charcoal'."	"charcoal"	297	204	"hiili"			1	"a"							"KKSV"
"Veps"	"A generic noun for 'charcoal'."	"charcoal"	297	207	"hilʹ"			1	"a"							"VVS"
"Ingrian"	"A generic noun for 'charcoal'."	"charcoal"	297	208	"hīli"	"hīli"	"hiːli "	1	"a"							"InkmSk"
"Western Votic"	"A generic noun for 'charcoal'."	"charcoal"	297	209	"īli"	"īli"	"iːli "	1	"a"							"VKJMS"
"Western Votic"	"A generic noun for 'charcoal'."	"charcoal"	297	209	"süsi"	"süsi"	"sysi "	2	"b"							"VKJMS"
"Standard Estonian"	"A generic noun for 'charcoal'."	"charcoal"	297	210	"süsi"		"sysi "	2	"b"							"SVSk"
"Võro South Estonian"	"A generic noun for 'charcoal'."	"charcoal"	297	211	"hüdsi"			2	"b"			"Initial consonant dissimilated"				"VESr"
"Courland Livonian"	"A generic noun for 'charcoal'."	"charcoal"	297	212	"siʾž ~ süʾž"			2	"b"							"LivWb"
"Erzya"	"A generic noun for 'charcoal'."	"charcoal"	297	301	"śedʹ"	"śedʹ"	"ɕedʲ "	2	"b"							"MordWb"
"Meadow Mari"	"A generic noun for 'charcoal'."	"charcoal"	297	401	"šüj"	"šüj"	"ʃyj "	2	"b"							"SMSk, TscherWb"
"Komi-Zyrian"	"A generic noun for 'charcoal'."	"charcoal"	297	501	"šom"	"šom"	"ʃom "	5	"e"							"SyrjWsch"
"Komi-Permyak"	"A generic noun for 'charcoal'."	"charcoal"	297	503	"šom"	"šom"	"ʃom "	5	"e"							"KoPRSl"
"Udmurt"	"A generic noun for 'charcoal'."	"charcoal"	297	504	"egi̮r"	"egi̮r"	"egɯr "	6	"f"	"Iranian"	"clear"		"Holopainen2019"	"'Coal'"		"WotjWsch"
"Hungarian"	"A generic noun for 'charcoal'."	"charcoal"	297	601	"szén, faszén"		"seːn, fɒseːn"	3	"c"					"""szén"" 'coal (in general)', ""faszén"" 'charcoal', lit. 'wood coal'"		"FMSz"
"Sosva Mansi"	"A generic noun for 'charcoal'."	"charcoal"	297	701	"lotaχ ~ lotəχ"	"lotaχ, lotəχ"	"lotɑχ, lotəχ "	4	"d"					"'Embers, coal'"		"WogWb"
"Vakh-Vasyugan Khanty"	"A generic noun for 'charcoal'."	"charcoal"	297	807	"sö̆j"	"sö̆j"	"sø̆j "	2	"b"							"DEWbOstj"
"Nganasan"	"A generic noun for 'charcoal'."	"charcoal"	297	901	"torüküśa hualə"	"torüküśa_hualə"	"torykyɕɑ huɑlə"	8	"i"					"Lit. 'fuel stone'"		"SlNgaRus"
"Tundra Nenets"	"A generic noun for 'charcoal'."	"charcoal"	297	902	"yataqma"			7	"g"							"JurSWb"
"Selkup"	"A generic noun for 'charcoal'."	"charcoal"	297	907	"ćūc"	"ćūc"	"ʨuːʦ "	2	"b"						"Assim. form, in other dialects ""ćūt"""	"SolkWb"
"Proto-Uralic*"	"A generic noun for the brother of one's father or mother."	"uncle"	298	0	"*čečä"			1	"a"							"UEW, Sam88"
"Proto-Uralic*"	"A generic noun for the brother of one's father or mother."	"uncle"	298	0	"*ekä"			6	"f"							"UEW, Sam88"
"South Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	101	"jiekie"			6	"f"					"'Father's older brother'"		"NSsNdb"
"South Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	101	"jyöne"			2	"b"					"'Mother's brother or male cousin'"		"NSsNdb"
"South Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	101	"tjietsie"			1	"a"					"'Father's younger brother'"		"NSsNdb"
"Ume Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	102	"jiehkee"			6	"f"					"'Father's oldest brother'"		"WbWlap"
"Ume Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	102	"jyödˈna"			2	"b"					"'Mother's brother'"		"WbWlap"
"Ume Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	102	"tjiehtsee"			1	"a"					"'Father's brother'"		"WbWlap"
"Pite Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	104	"eddnu"			2	"b"							"EZ"
"Pite Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	104	"iehke"			6	"f"							"EZ"
"Pite Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	104	"tjehtse"			1	"a"							"EZ"
"North Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	105	"čeahci"			1	"a"					"'Younger brother or male cousin of father'"		"SSSg"
"North Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	105	"eahki"			6	"f"					"'Older brother or male cousin of father'"		"SSSg"
"North Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	105	"eanu"			2	"b"					"'Mother's brother or male cousin'"		"SSSg"
"Inari Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	106	"čeeci"			1	"a"					"'Father's younger brother'"		"InsSSk"
"Inari Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	106	"eänui"			2	"b"					"'Mother's brother'"		"InsSSk"
"Inari Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	106	"eehi"			6	"f"					"'Father's older brother'"		"InsSSk"
"Skolt Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	107	"čiẹʹcc"			1	"a"					"'Older brother of father'"		"SKosSk"
"Skolt Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	107	"jään"			2	"b"					"'Mother's brother'"		"SKosSk"
"Skolt Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	107	"jiẹʹǩǩ"			6	"f"					"'Younger brother of father'"		"SKosSk"
"Kildin Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	108	"čieʒ’"		"tʃiedzʲ"	1	"a"					"'Older brother of father'"		"WOLD"
"Kildin Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	108	"īnn"		"iːnː"	2	"b"					"'Mother's brother'"		"WOLD"
"Kildin Saami"	"A generic noun for the brother of one's father or mother."	"uncle"	298	108	"jēgk’"		"jeːgːʲ"	6	"f"					"'Younger brother of father'"		"WOLD"
"Standard Finnish"	"A generic noun for the brother of one's father or mother."	"uncle"	298	203	"eno"		"e̞no̞"	2	"b"					"'Mother's brother'"		"JL"
"Standard Finnish"	"A generic noun for the brother of one's father or mother."	"uncle"	298	203	"setä"		"set̪æ"	1	"a"					"'Father's brother'"		"JL"
"Karelian Proper"	"A generic noun for the brother of one's father or mother."	"uncle"	298	204	"teätä, tätä"			7	"g"	"Russian"	"clear"		"MH"			"KKSV"
"Veps"	"A generic noun for the brother of one's father or mother."	"uncle"	298	207	"dädʹ"			7	"g"	"Russian"	"clear"		"MH"			"VVS"
"Ingrian"	"A generic noun for the brother of one's father or mother."	"uncle"	298	208	"eno"	"eno"	"eno "	2	"b"							"InkmSk"
"Ingrian"	"A generic noun for the brother of one's father or mother."	"uncle"	298	208	"tǟᴅä"	"tǟᴅä"	"tæːd̥æ "	7	"g"	"Russian"	"clear"		"InkmSk"			"InkmSk"
"Western Votic"	"A generic noun for the brother of one's father or mother."	"uncle"	298	209	"dǟᴅ"	"dǟᴅ"	"dæːd̥ "	7	"g"	"Russian"	"clear"		"VKJMS"			"VKJMS"
"Western Votic"	"A generic noun for the brother of one's father or mother."	"uncle"	298	209	"eno"	"eno"	"eno "	2	"b"							"VKJMS"
"Western Votic"	"A generic noun for the brother of one's father or mother."	"uncle"	298	209	"onu"	"onu"	"onu "	2	"m"	"Estonian"	"clear"		"SSA"			"VKJMS"
"Standard Estonian"	"A generic noun for the brother of one's father or mother."	"uncle"	298	210	"onu"		"onu"	2	"b"							"SVSk"
"Võro South Estonian"	"A generic noun for the brother of one's father or mother."	"uncle"	298	211	"lell"			4	"d"					"'father’s brother’"		"VESr"
"Võro South Estonian"	"A generic noun for the brother of one's father or mother."	"uncle"	298	211	"uno"			2	"b"					"'mother’s brother’"		"VESr"
"Courland Livonian"	"A generic noun for the brother of one's father or mother."	"uncle"	298	212	"sūr-veʾlʹkki"			5	"e"					"Lit. 'great-brother'"		"LivWb"
"Erzya"	"A generic noun for the brother of one's father or mother."	"uncle"	298	301	"dʹadʹa"	"dʹadʹa"	"dʲɑdʲɑ "	7	"n"	"Russian"	"clear"		"MordWb"	"'Father's brother'"		"MordWb"
"Erzya"	"A generic noun for the brother of one's father or mother."	"uncle"	298	301	"lʹelʹa, tʹetʹań lʹelʹa"	"lʹelʹa, tʹetʹań_lʹelʹa"	"ʎeʎɑ, tʲetʲɑɲ ʎeʎɑ "	4	"d"					"""Lʹelʹa"" 'older brother, mother's brother'; ""tʹetʹanʹ lʹelʹa"" 'father's brother'"		"MordWb"
"Meadow Mari"	"A generic noun for the brother of one's father or mother."	"uncle"	298	401	"čə̑čə̑"	"čə̑čə̑"	"ʧə̠ʧə̠ "	1	"a"					"'Mother's brother'"		"SMSk, TscherWb"
"Meadow Mari"	"A generic noun for the brother of one's father or mother."	"uncle"	298	401	"iza"	"iza"	"izɑ "	9	"i"					"'Father's brother'"		"SMSk, TscherWb"
"Komi-Zyrian"	"A generic noun for the brother of one's father or mother."	"uncle"	298	501	"ćož"	"ćož"	"ʨoʒ "	1	"a"							"SyrjWsch"
"Komi-Permyak"	"A generic noun for the brother of one's father or mother."	"uncle"	298	503	"dʹadʹ"	"dʹadʹ"	"dʲɑdʲ "	7	"o"	"Russian"	"clear"		"KoPRSl"			"KoPRSl"
"Udmurt"	"A generic noun for the brother of one's father or mother."	"uncle"	298	504	"agai"	"agai"	"ɑgɑi "	11	"k"	"Tatar"	"clear"		"Alatyrev1988"		"Dialectal?"	"WotjWsch"
"Hungarian"	"A generic noun for the brother of one's father or mother."	"uncle"	298	601	"nagybácsi"		"nɒɟbaːtʃi"	10	"j"							"FMSz"
"Sosva Mansi"	"A generic noun for the brother of one's father or mother."	"uncle"	298	701	"aki"	"aki"	"ɑki "	6	"f"					"'Younger brother of father, older brother of mother'"		"WogWb"
"Sosva Mansi"	"A generic noun for the brother of one's father or mother."	"uncle"	298	701	"kaŋk"	"kaŋk"	"kɑŋk "	12	"l"							"WogWb"
"Sosva Mansi"	"A generic noun for the brother of one's father or mother."	"uncle"	298	701	"sāsiɣ"	"sāsiɣ"	"sɑːsiɣ"	1	"a"					"'Younger brother of mother'"	"Deriv."	"WogWb"
"Vakh-Vasyugan Khanty"	"A generic noun for the brother of one's father or mother."	"uncle"	298	807	"jǝɣlǝŋ"	"jəɣləŋ"	"jəɣləŋ"	8	"h"					"'Father's brother'"		"DEWbOstj"
"Nganasan"	"A generic noun for the brother of one's father or mother."	"uncle"	298	901	"əˀə"	"əˀə"	"əʔə "	13	"p"					"'Older brother; father's younger brother'"		"SlNgaRus"
"Nganasan"	"A generic noun for the brother of one's father or mother."	"uncle"	298	901	"iśi"	"iśi"	"iɕi "	14	"q"					"'Father's or mother's older brother'"		"SlNgaRus"
"Nganasan"	"A generic noun for the brother of one's father or mother."	"uncle"	298	901	"ńini̮"	"ńini̮"	"ɲinɯ "	15	"r"					"'Older brother, older cousin; father's younger brother'"		"SlNgaRus"
"Nganasan"	"A generic noun for the brother of one's father or mother."	"uncle"	298	901	"ti̮ti̮dʹa"	"ti̮ti̮dʹa"	"tɯtɯdʲɑ"	1	"a"					"'Mother's younger brother'"	"Deriv. from PU *čečä 'uncle'"	"SlNgaRus"
"Tundra Nenets"	"A generic noun for the brother of one's father or mother."	"uncle"	298	902	"tyidya"			1	"a"							"JurSWb"
"Selkup"	"A generic noun for the brother of one's father or mother."	"uncle"	298	907	"ilća"	"ilća"	"ilʨɑ "	3	"c"							"SolkWb"
"Proto-Uralic*"	"A generic noun for 'lung'."	"lung"	299	0	"*täwiw"			2	"b"							"UEW, Sam88"
"South Saami"	"A generic noun for 'lung'."	"lung"	299	101	"geahpoe"			1	"a"							"NSsNdb"
"Ume Saami"	"A generic noun for 'lung'."	"lung"	299	102	"[Form not found]"			"?"	"?"							"WbWlap"
"Pite Saami"	"A generic noun for 'lung'."	"lung"	299	104	"giehpes, gähppa"			1	"a"							"EZ"
"North Saami"	"A generic noun for 'lung'."	"lung"	299	105	"geahpis"			1	"a"							"SSSg"
"Inari Saami"	"A generic noun for 'lung'."	"lung"	299	106	"keepis"			1	"a"							"InsSSk"
